Quotes,Author,Political Orientation
"Democracy has nothing to do with freedom. Democracy is a soft variant of communism, and rarely in the history of ideas has it been taken for anything else.",Hans-Hermann Hoppe,Right
"As soon as a crisis breaks out, within the given institutional framework, the same mistake will be made over and over again, on a larger and larger scale. Every future crisis will be bigger than the crisis that we had before.",Hans-Hermann Hoppe,Right
"Predictably, under democratic conditions the tendency of every monopoly - to increase prices and decrease quality - will be only more pronounced. Instead of a prince who regards the country as his private property, a temporary caretaker is put in charge of the country. He does not own the country, but as long as he is in office he is permitted to use it to his and his proteges’ advantage. He owns its current use - usufruct - but not its capital stock. This will not eliminate exploitation. To the contrary, it will make exploitation less calculating and carried out with little or no regard to the capital stock, i.e., short-sighted. Moreover, the perversion of justice will proceed even faster now. Instead of protecting pre-existing private property rights, democratic government becomes a machine for the redistribution of existing property rights in the name of illusory `social security.’",Hans-Hermann Hoppe,Right
"The American model – democracy – must be regarded as a historical error, economically as well as morally. Democracy promotes shortsightedness, capital waste, irresponsibility, and moral relativism. It leads to permanent compulsory income and wealth redistribution and legal uncertainty. It is counterproductive. It promotes demagoguery and egalitarianism. It is aggressive and potentially totalitarian internally, vis-à-vis its own population, as well as externally. In sum, it leads to a dramatic growth of state power, as manifested by the amount of parasitically – by means of taxation and expropriation – appropriated government income and wealth in relation to the amount of productively – through market exchange – acquired private income and wealth, and by the range and invasiveness of state legislation. Democracy is doomed to collapse, just as Soviet communism was doomed to collapse.",Hans-Hermann Hoppe,Right
"Essentially, economic analysis consists of: (1) an understanding of the categories of action and an understanding of the meaning of a change in values, costs, technological knowledge, etc.; (2) a description of a situation in which these categories assume concrete meaning, where definite people are identified as actors with definite objects specified as their means of action, with definite goals identified as values and definite things specified as costs; and (3) a deduction of the consequences that result from the performance of some specified action in this situation, or of the consequences that result for an actor if this situation is changed in a specified way. And this deduction must yield a priori-valid conclusions, provided there is no flaw in the very process of deduction and the situation and the change introduced into it being given, and a priori—valid conclusions about reality if the situation and situation—change, as described, can themselves be identified as real, because then their validity would ultimately go back to the indisputable validity of the categories of action.",Hans-Hermann Hoppe,Right
"As for the moral status of majority rule, it must be pointed out that it allows for A and B to band together to rip off C, C and A in turn joining to rip off B, and then B and C conspiring against A, and so on.",Hans-Hermann Hoppe,Right
"...bums and inferior people will likely support his egalitarian policies, whereas geniuses and superior people will not. For [this] reason...a democratic ruler undertakes little to actively expel those people whose presence within the country constitutes a negative externality (human trash which drives individual property values down).",Hans-Hermann Hoppe,Right
"A member of the human race who is completely incapable of understanding the higher productivity of labor performed under a division of labor based on private property is not properly speaking a person… but falls instead into the same moral category as an animal – of either the harmless sort (to be domesticated and employed as a producer or consumer good, or to be enjoyed as a “free good”) or the wild and dangerous one (to be fought as a pest). On the other hand, there are members of the human species who are capable of understanding the [value of the division of labor] but...who knowingly act wrongly… [B]esides having to be tamed or even physically defeated [they] must also be punished… to make them understand the nature of their wrongdoings and hopefully teach them a lesson for the future.",Hans-Hermann Hoppe,Right
"Families, authority, communities, and social ranks are the empirical-sociological concretization of the abstract philosophical-praxeological categories and concepts of property, production, exchange, and contract. Property and property relations do not exist apart from families and kinship relations.",Hans-Hermann Hoppe,Right
"Private property capitalism and egalitarian multiculturalism are as unlikely a combination as socialism and cultural conservatism. And in trying to combine what cannot be combined, much of the modern libertarian movement actually contributed to the further erosion of private property rights (just as much of contemporary conservatism contributed to the erosion of families and traditional morals). What the countercultural libertarians failed to recognize, and what true libertarians cannot emphasize enough, is that the restoration of private property rights and laissez-faire economics implies a sharp and drastic increase in social “discrimination” and will swiftly eliminate most if not all of the multicultural-egalitarian life style experiments so close to the heart of left libertarians. In other words, libertarians must be radical and uncompromising conservatives.",Hans-Hermann Hoppe,Right
"Egalitarianism, in every form and shape, is incompatible with the idea of private property. Private property implies exclusivity, inequality, and difference. And cultural relativism is incompatible with the fundamental----indeed foundational----fact of families and intergenerational kinship relations. Families and kinship relations imply cultural absolutism.",Hans-Hermann Hoppe,Right
"In a covenant...among proprietor and community tenants for the purpose of protecting their private property, no such thing as a right to free (unlimited) speech exists, not even to unlimited speech on one’s own tenant-property. One may say innumerable things and promote almost any idea under the sun, but naturally no one is permitted to advocate ideas contrary to the very covenant of preserving and protecting private property, such as democracy and communism. There can be no tolerance toward democrats and communists in a libertarian social order. They will have to be physically separated and removed from society.",Hans-Hermann Hoppe,Right
"[O]ur existence is due to the fact that we do not, indeed cannot accept a norm outlawing property in other scarce resources next to and in addition to that of one's physical body. Hence, the right to acquire such goods must be assumed to exist.",Hans-Hermann Hoppe,Right
"[The] property right in one's own body must be said to be justified a priori, for anyone who would try to justify any norm whatsoever would already have to presuppose the exclusive right to control over his body as a valid norm simply in order to say ""I propose such in such.""",Hans-Hermann Hoppe,Right
"We must reach out to our people. We must alert them. We must educate them. We must encourage them. We must inspire them. And here's a beautiful, wonderful thing: when you reach out to other people to encourage them and inspire them, you yourself will be encouraged and inspired. When you find out how many other people there are who share our concerns, our feelings, our values, our sense of responsibility, you cannot help but be encouraged. Even the hatred that you encounter from some people -- especially from people in the controlled media -- will be encouraging. For you will understand that they would not hate us so much if they did not fear us. And the reason that they fear us is that deep inside them they know that what we say is true. So let's get out there -- all of us -- and start looking for encouragement!",William Luther Pierce,Right
"You who are reading this are at least partially awake. You are a cut above Joe and Jill Sixpack. So I say to you: think about what you are doing with your life. Think about the responsibility you have to your children and grandchildren and great grandchildren. Think about the responsibility you have to all of those who came before you and whose sacrifices made your life possible. And think about your responsibility to yourself, your responsibility to be the best person, the most righteous person, that you can be. Think about all of these things, and then let me hear from you.",William Luther Pierce,Right
"The people are being kept in line at the moment, because there are still lots of shiny new things for them to buy. But more and more Americans are beginning to look beyond their immediate material comfort and to worry about the long-term moral slide of their country. If the economy slips badly, there will be hell to pay. More and more people will listen to the dissidents. A big problem for the Jews is how to silence the dissidents now, how to stifle the people who are asking inconvenient questions and thinking dangerous thoughts, before these thoughts spread to other people. They've tried to do it with legislation, but the country isn't yet in a mood to be told what it can think. What the Jews need is a nice, big war. Then they can crack down on the dissidents. Then they can call us ""subversives."" Then they can call us ""unpatriotic,"" because we will be against their war... That's why I am convinced that there will be a strong effort to involve America in another major war during the next four years. This effort will be disguised, of course. It will be cloaked in deceit, as such efforts always are. While the warmongers are scheming for war, they will tell us how much they want peace. They're good at that sort of thing. They've had a lot of practice. But they will be scheming for war, believe me, no matter what they say. And when that war comes, remember what you have read today.",William Luther Pierce,Right
"The New World Order schemers are absolutely determined to have their way. They have been able to go a long way toward their goal by using subterfuge and deceit. But ultimately the transformation of a world of independent nations into the global plantation they are aiming at will involve changes so profound and so traumatic that subterfuge and deceit will not be enough to keep the serfs under control. They will need raw police power, applied KGB style. They want to begin developing that power now. They're a pretty bold and arrogant bunch of schemers, but they understand that according to the old way of looking at things -- according to our way -- they are traitors. They understand that if the general public ever gets a real inkling of what they are up to, if they ever lose their grip on the situation, they'll all end up hanging from lampposts. What they are planning is so monstrous, so evil, that the thought of being brought to account for it frightens them. They want to use every means at their disposal to make sure their plan succeeds. And, my friends, we will resort to every means at our disposal to insure that their scheme does not succeed and that they do indeed end up hanging from lampposts.",William Luther Pierce,Right
"You know, the media and the politicians would have us believe that there's something inherently immoral about terrorism. That is, they would have us believe that it's not immoral for us to destroy a pharmaceutical factory in Sudan with cruise missiles, but it is immoral for someone like Bin Laden to blow up a government building in Washington with a truck bomb. It's okay for us to take out an air-raid shelter full of women and children in Baghdad with a smart bomb, but it's cowardly and immoral for an Iraqi or Iranian agent to pop a vial of sarin in a New York subway tunnel. Really, what should we expect? They don't have aircraft carriers and cruise missiles and stealth bombers. So should we expect them to just sit there and take their punishment when we wage war on them? I think that it is the most reasonable thing in the world for them to hit back at us in the only way they can. It actually takes more courage to be a terrorist behind enemy lines than it does to push the firing button for a cruise missile a hundred miles away from your target. And yet we certainly will see Bill Clinton and every other Jew-serving politician in our government on television denouncing as a ""cowardly act"" the first terrorist bomb which goes off in the United States as a result of a war against Iraq. And don't be surprised when the FBI and the CIA announce that they have studied the evidence carefully and have determined that it was Iranian terrorists who built the bomb, so that the Jews will have an excuse for expanding the war to take out Iran as well as Iraq.",William Luther Pierce,Right
"If we're going to consider failure to comply with UN directives a good reason for wrecking a country with cruise missiles, hey, I can think of a country in the Middle East which is in violation of a lot more UN directives than Iraq is. Israel has consistently thumbed its nose at UN directives, and no one in Washington has ever told Israel, ""Comply or get hit."" Let's understand one fundamental fact. This crusade against Iraq isn't about the United Nations or international security or stopping the proliferation of weapons of mass destruction. It's about making the Middle East safe for Israel to continue bullying its neighbors and stealing from them. Every other explanation is lies and hypocrisy. And we really can expect a bigger dose of lies and hypocrisy than usual as the warmongers work to get this war against Iraq started. The media bosses will trot more generals and politicians in front of the TV cameras and have them bluster patriotically about how we're not going to let Saddam Hussein get away with it any longer, by god, and they'll show groups of military personnel cheering when they're told that they're being shipped out to the Persian Gulf to kick Saddam Hussein's behind and keep him from getting away with whatever it is he's getting away with, which mainly seems to be running his country the way he wants to instead of the way the United Nations tells him. They will work overtime at convincing the couch potatoes and the mindless yahoos who like to wave flags and shout patriotic slogans that destroying Iraq really is an act of American patriotism. And as long as the number of Americans killed in a Jewish war against Iraq remains small, the flag-waving yahoos and the bought politicians ought to be able to drown out any dissent from Americans like me who believe that we don't have any reasonable justification for waging such a war. And keeping casualties small ought to be easy, so long as it remains strictly a high-tech war, with us launching missiles against defenseless targets from many miles away. Of course, sometimes wars get out of hand, and unexpected things happen. If the Jews manage to get Iran involved in the war also -- and that's what they really want to do, what they really need to do -- then I think we stand a pretty good chance of seeing some major terrorist activity in the United States. I know that if I were Osama bin Laden, I'd have been spending my time getting ready for just such a development ever since Bill Clinton blew up that pharmaceutical factory in Sudan. I'd be putting my teams into place in the United States, assembling materials, choosing targets, and waiting for the Jews to provide justification for me to begin killing Americans on a significant scale. Of course, whether Osama bin Laden is as resourceful and as capable as he's said to be remains to be seen. Personally, I have very little faith in the ability of these flea-bitten Muslims to get things done. But we'll see.",William Luther Pierce,Right
"Did you ever wonder why the Jews are such great proponents of democracy? Whether in Indonesia or Pakistan or Serbia or you name it, whenever there is some threat to universal suffrage, the Jews are ready to send the U.S. armed forces in to bomb and kill until everyone is permitted to vote. Why is that? Why can't the Indonesians have an Islamic theocracy if they want? Why can't the Pakistanis have a military dictatorship? Why can't the Serbs run their own country the way they prefer? What is the appeal in making sure that people whose minds have been wasted by Alzheimer's Disease vote? Well, let's not beat around the bush: the appeal of mass democracy lies in the fact that in essentially every country in the world today, the number of persons unable to think for themselves is substantially larger than the number able to make independent decisions. Those unable to think for themselves have their thinking done for them by the people who control the mass media. Which is to say, democracy is the preferred system because it gives the political power to those who own or control the mass media and at the same time allows them to remain behind the scenes and evade responsibility for the way in which they use that power. And the more inclusive the democracy is -- that is, the more Alzheimer's sufferers and Mongoloid cretinsand paranoid schizophrenics and people who live in empty packing cases in alley ways and Jamaican immigrants and football fans are able to vote -- the more certain is the grip of the media masters on the political process. Those voters who buy astrology magazines at the checkout stand and spend their time watching soap operas, game shows, and Oprah absorb their general attitudes on things through the television screen. They learn which ideas are fashionable and which are not by noticing the facial expression and tone of voice of Tom Brokaw and Dan Rather when the news is announced each day. Their opinions on specific issues are formed as they view televised sidewalk surveys taken by reporters. The only uncertainty about these people is whether or not they'll be able to pryt hemselves loose from their couches long enough to vote for the designated candidates. That's why it's important to have lots of them. And wherever there are lots of them, the men who control the mass media also will control the outcome of elections. It's a much surer way of controlling governments than bribing corrupt dictators or slipping seductive whores into the king's bedroom a la Esther and Ahasuerus -- or Monica and Bill. Believe me, one day soon the Jews on both sides of the great water will institute a web-TV voting system that allows the couch potatoes and the ball game fans to vote without having to getup from their couches, just by clicking their remote controls at their TV screens to select the next President or prime minister. That will be real democracy.",William Luther Pierce,Right
"This trendy, new crowd, which likes to do everything with committees, really believes that all it takes to make anything legal and OK is a majority. I guess they call that democracy. When the majority is what it has become in the United States today, a better name is mobocracy. But really, it's much worse than mob rule. It is rule by a self-appointed elite of utterly evil and destructive people who have in their hands the tools for controlling and guiding the mob. They're pretty cocky now -- so cocky, in fact, that they're making statements of the sort I've quoted today. They're cocky because they believe that no one can take away from them their tools for controlling the mob, and that as time passes and America becomes darker and more degenerate, their grip on the mob will only become firmer. Our job is to prove them wrong. It's a big job, and we'd better get started.",William Luther Pierce,Right
"Other people tell me that whatever solution we seek to the problems our people are facing today must be a solution without violence. And my response to that is that I am a peaceful man. All my adult life I have been a scholar and a teacher, never a man of violence. But look at the behavior of our opponents! All they know is violence and coercion and murder. I do not want violence, and I am determined to avoid it as long as I can.",William Luther Pierce,Right
"People tell me, ""Oh, you must not advocate doing anything illegal."" My answer to them is that I have been a law-abiding man all my life. I believe in law and order. I believe that we must have a society governed strictly by laws, not by mobs or by any tyrant's whims of the moment -- or by any clever tribe of alien manipulators who have gained control of our mass media. But does anyone really believe that we have a society governed by laws today? Let us remember that we are living now in the era of O.J. Simpson and Bill Clinton. We have laws on the books, and we have police and courts which have the theoretical responsibility for enforcing those laws. And when it is Politically Correct to do so, they will.",William Luther Pierce,Right
"From my viewpoint it's the Clinton gang who are the outlaws, the violators of our Constitution and of all of our old-fashioned legal and moral principles, and anything that we do to oppose them is legal and is morally justified. Anyone who goes along with them is a traitor, in the strict, old-fashioned sense of the word, and anyone who sits on his hands now and refuses to oppose the Clinton gang is not much better.",William Luther Pierce,Right
"The only reason that a rabble of feminists and queers and Jews and Blacks and mestizos and liberals and Clinton supporters are running America into the ground today is that decent people are sitting on their hands. If the decent people in America would get off their hands and accept personal responsibility for what is being done to their world, and if they would make a commitment and begin working together, we could sweep the whole Clinton coalition into the dustbin of history. It doesn't matter that the Clinton rabble outnumber us. We will whip them in a minute. We will have the media bosses jumping into the ocean all along the East Coast and swimming toward Israel as fast as they can go. But first we must be willing to accept personal responsibility. And so my message today to every decent person who is listening is this: Don't be a shirker. Don't try to be a smart guy by continuing to cheer from the sidelines but refusing to join the team and get out on the field. Stand up and become a participant in life. Make of your life a model that people will remember and talk about long after you're gone. - Thoughts on Accepting Responsibility, 1999",William Luther Pierce,Right
"Bill Clinton said in his Portland State University speech that anyone who doesn't want America to become darker is ""un-American."" Isn't that something? This jerk who used to organize anti-American demonstrations during the Vietnam war and chant, ""Ho, Ho, Ho Chih Minh, the Viet Cong's gonna win,"" is now telling us that we're ""un-American""!",William Luther Pierce,Right
"In 1918 Hitler was in a military hospital blinded from a British poison gas attack. He was just a corporal, he had no family, a limited education, no friends, no connections, no political status, nothing. He decides that he will lead Germany in redressing the grievous wrongs that had been done to it after the First World War and straightening out some of the mistakes that were being made in German society. And fifteen years later he is Chancellor of Germany and he did what he said he was going to do. A wounded war veteran with nobody to help him, and he pulled it up just through his own willpower. That is an amazing story. - The Fame of a Dead Man's deeds, 2001",William Luther Pierce,Right
"These days, to be ""patriotic"" means to wave the flag and shout slogans whenever the mass media deem it appropriate. It means to cheer the government whenever the government decides to use its cruise missiles or its smart bombs to kill a bunch of people in some other country, regardless of the reason. Instead of blood-based patriotism, today we have government-based patriotism. If you wave the flag and support the government, you're a patriot. If you don't like what the government is doing and you say so, then all of the flag-waving, slogan-shouting yahoos look at you as if you were the enemy.",William Luther Pierce,Right
"Griffin, Robert S. (2001). The Fame of a Dead Man's Deeds. National Vanguard Books. ISBN 0-7596-0933-0.  (self-published)",William Luther Pierce,Right
"Pierce, William L. (1976-2002). American Dissident Voices.",William Luther Pierce,Right
"Ideologically, Pelosi is a far-left talking points machine. Tactically, she knows nothing else other than how to attack. Her worldview admits of no compromise and there seems to be no space in her imagination for new ideas. She has refashioned her dwindling caucus in her image, as the moderate, red-state Democrats have been steadily decimated, leaving nothing but the bicoastal liberals representing the inner city poor and the elite suburban gentry. She feels no pressure to change or to improve.",Joel Pollak,Right
"Trump is arguing that through a stronger and more assertive negotiating posture, using all the tools of persuasion theoretically at our disposal, the U.S. should be able to capture more of the gains from free trade. It is quite possible that the free trade regime that results from this approach will be more efficient, more equitable, and more legitimate than what we currently have. Free trade enthusiasts who support President Trump are simply saying that his new approach deserves a chance. No one has abandoned free trade, and if the veterans of NeverTrump would put aside their wounded pride, they might see that there is less distance between them and the administration than they may care to admit.",Joel Pollak,Right
"I am a conservative. I'm very much pro-life. If you go down the list of what makes up a conservative, I'm there almost all the way.",Matt Drudge,Right
"In every state and nearly every civilized nation in the developed world, readers know where to go for action and reaction of news – at least one day ahead... Free from any corporate concerns, there are simply too many to thank since the site's inception in 1994. This new attempt at the old American experiment of full freedom in reporting is ever exciting. Those in power have everything to lose by individuals who march to their own rules.",Matt Drudge,Right
"I think the subject of race has been so difficult and so polluted by malign ideas that most people have just left it alone, including geneticists. … Most genetic variation is neutral – it doesn't do anything for or against the phenotype, and evolution ignores it – so most previous attempts to look at race have concluded that there's little difference between races. I think this position is the one on which the social scientists are basing their position. … If you look at the genes that do make a difference, selected genes, which are a tiny handful of the whole, you do find a number of differences, not very many, but a number of interesting differences between races as to which genes have been selected. This, of course, makes a lot of sense, because once the human family dispersed from its homeland in Africa, people faced different environments on each continent, different climates, different evolutionary challenges, and each group adapted to its environment in its own way.",Nicholas Wade,Right
"The geneticists, if you read their papers, have long been using code words. They sort of dropped the term ""race"" about 1980 or earlier, and instead you see code words like ""population"" or ""population structure."" Now that they're able to define race in genetic terms they tend to use other words, like ""continental groups"" or ""continent of origin,"" which does, indeed, correspond to the everyday conception of race. When I'm writing I prefer to use the word race because that's the word that everyone understands. It's a word with baggage, but it's not necessarily a malign word.",Nicholas Wade,Right
"The fact that human evolution has been recent, copious and regional is not widely recognized, even though it has now been reported by many articles in the literature of genetics. The reason is in part that the knowledge is so new and in part because it raises awkward challenges to deeply held conventional wisdom.",Nicholas Wade,Right
"The recent discoveries that human evolution has been recent, copious and regional severely undercut the social scientists' official view of the world because they establish that genetics may have played a possible substantial role alongside culture in shaping the differences between human populations.",Nicholas Wade,Right
"From an evolutionary perspective, the human races are all very similar variations of the same gene pool. The question that looms over all the social sciences, unanswered and largely unaddressed, is how to explain the paradox that people as individuals are so similar yet human societies differ so conspicuously in their cultural and economic attainments.",Nicholas Wade,Right
"There are two important factors to consider in the emergence of social change. One is that a society develops through changes in its institutions, which are blends of culture and genetically shaped social behavior. The other is that the genes and culture interact. This may seem paradoxical to anyone who considers genes and culture to be entirely separate realms. But it is scarcely surprising from an evolutionary perspective, given that the genome is designed to respond to the environment, and a major component of the human environment is society and its cultural practices.",Nicholas Wade,Right
"Over the last 50,000 years, modern humans have been subjected to enormous evolutionary pressures, in part from the consequences of their own social culture. They explored new ranges and climates and developed new social structures. Fast adaption, particularly to new social structures, was required as each population strove to exploit its own ecological niche and to avoid conquest by its neighbors. The genetic mechanism that made possible this rapid evolutionary change was the soft sweep, the reshaping of existing traits by quick minor adjustments in the sets of alleles that controlled them. But what began as a single experiment with the ancestral human population became a set of parallel experiments once the ancestral population had spread throughout the world. These independent evolutionary paths led inevitably to the different human populations or races that inhabit each continent.",Nicholas Wade,Right
"The classification of humans into five continental based races is perfectly reasonable and is supported by genome clustering studies. In addition, classification into the three major races of African, East Asian and European is supported by the physical anthropology of human skull types and dentition.",Nicholas Wade,Right
"Each of the major civilizations has developed the institutions appropriate for its circumstances and survival. But these institutions, though heavily imbued with cultural traditions, rest of a bedrock of genetically shaped human behavior.",Nicholas Wade,Right
"If running a productive, Western-style economy were simply a matter of culture, it should be possible for African and Middle Eastern countries to import Western institutions and business methods, just as East Asian countries have done. But this is evidently not a straightforward task. Though it was justifiable at first to blame the evils of colonialism, two generations or more have now passed since most foreign powers withdrew from Africa and the Middle East, and the strength of this explanation has to some extent faded.",Nicholas Wade,Right
"Tribal behavior is more deeply ingrained than are mere cultural prescriptions. Its longevity and stability point strongly to a genetic basis. This is hardly surprising, given that tribes are the default human social institution. The inbuilt nature of tribalism explains why it took so many thousands of years for East Asians and later Europeans to break free of its deadening embrace.",Nicholas Wade,Right
"The various races and ethnicities into which humans have evolved represent a grand experiment in which nature has tested out some of the variations inherent in the human genome. The experiment is not being conducted in our interests - it has no purpose or goal - yet it offers considerable benefits. Instead of there being a single type of human society, there are many, creating a rich diversity of cultures whose more promising features can be adopted and improved on by others.",Nicholas Wade,Right
The idea that human populations are genetically different from one another has been actively ignored by academics and policy makers for fear that such inquiry might promote racism. The argument offered here is that people the world over are highly similar as individuals but that societies differ widely because of evolutionary differences in social behavior. It would be better to take account of evolutionary differences than to continue to ignore them.,Nicholas Wade,Right
"Many forms of new knowledge are potentially dangerous, the energy of the atom being a preeminent example. But instead of curtailing inquiry Western societies have in general assumed that the better policy is to continue exploration in confidence that the rewards can be reaped and the risks managed. It is hard to see why exploration of the human genome and its racial variations should be made an exception to this principle, even though researchers and their audience must first develop the words and concepts to discuss a dangerous subject objectively.",Nicholas Wade,Right
The only thing that will stop Iran from getting nuclear weapons is regime change in Tehran.,John R. Bolton,Right
The critical oil and natural gas producing region that we fought so many wars to try and protect our economy from the adverse impact of losing that supply or having it available only at very high prices.,John R. Bolton,Right
"Individual liberty is the whole purpose of political life, and I thought it was threatened then [in 1964 becoming politically engaged at age 15] and I think it's threatened now.",John R. Bolton,Right
"There were a lot of people who were Reaganauts going in, as there are always people who are conservatives going in. But they don't act like conservatives after they get there. There is skill to maneuvering the bureaucracy. And I think one argument I could make would be, I've never run for office, I'm not a conventional politician, that's for sure, but I have been in government, and I know how it works. I have actually gotten things done in the government.",John R. Bolton,Right
"...as I followed his [candidate Obama] obsession with restructuring our entire domestic way of life, it became completely clear to me that our willful ignoring of national-security policy was going to cost us...I was watching what was happening in 2008, and I thought, How can this be?",John R. Bolton,Right
"People have said to me, 'Well, if you ran you might get more speaking appearances, and you could sell another book.' Frankly, that's the last thing on my mind. If I get in, I'll get in to win.",John R. Bolton,Right
"[Recalling Bill Clinton, a Yale University classmate:] I remember him as very gregarious, never in class, always talking to someone out in the hallway or in the dining room or something like that. I remember her (Hillary Rodham Clinton) as very rigid, unfriendly, hard-core left-winger.",John R. Bolton,Right
"[Recalling George H. W. Bush's Secretary of State James Baker:]...the best secretary of state since Dean Acheson. I say that because he and Bush 41 had an incredibly tempestuous period in history, and they navigated through it with great success.",John R. Bolton,Right
...it's absolutely critical that we have a more informed debate on foreign and national-security policy than we've had the last two years.[regarding first half of Obama term],John R. Bolton,Right
"Obama will be very good at that point at pretending to be the commander-in-chief. We have to have a Republican who will be able to look him in the eye and beat him in that debate. You can have lots of people writing talking points for you, and you can have lots of people writing posts on your website, but, out there, it's one on one. And if we're not prepared to win that debate-we're gonna be in trouble.",John R. Bolton,Right
I've heard over and over that people don't vote on the basis of foreign policy.,John R. Bolton,Right
"[On the Tea Party:] I like it because their view of government is essentially the same as mine, and I like it because they're regular people who, but for the shock of Obama's radicalism, probably would not have gotten active in politics.",John R. Bolton,Right
"What's needed in this next campaign is to say, with clarity, why a pro-individual-liberty, small-government perspective is what most Americans really want.",John R. Bolton,Right
"I'm against abortion as a form of birth control, and I basically hold to the Reagan position.",John R. Bolton,Right
"[On entitlements:] I think we've got to go after them root and branch...if we're ever gonna do it, this is the time to do it.",John R. Bolton,Right
"I think this [Obama] administration, if its policies were pursued for an extended period of time, would take us into decline, but there's nothing wrong with this country that a real president couldn't cure.",John R. Bolton,Right
"Consistent with Martin Luther King's vision, the government should stop color-coding its citizens.",Dinesh D'Souza,Right
"Colonial possessions added to the prestige, and to a much lesser degree to the wealth, of Europe. But the primary cause of Western affluence and power is internal – the institutions of science, democracy, and capitalism acting in concert.",Dinesh D'Souza,Right
America is the most magnanimous of all imperial powers that have ever existed.,Dinesh D'Souza,Right
"Virtue has great power, but not if it is imposed – only when it is chosen.",Dinesh D'Souza,Right
"Atheism, not religion, is the real force behind the mass murders of history.",Dinesh D'Souza,Right
"I've been studying radical Islamic thought—specifically, the thinkers who have influenced contemporary radical Muslims. When you read their work, you find that there are no denunciations of modernity, no condemnations of science, no condemnations of freedom. In fact, their whole argument seems to be that the United States—through our support of secular dictators in the region—is denying Muslims freedom and control over their own destiny.",Dinesh D'Souza,Right
"If the televangelists are guilty of producing some simple-minded, self-righteous Christians, then the atheist authors are guilty of producing self-congratulatory buffoons like Condell.",Dinesh D'Souza,Right
"The ideas that define Western civilization, Nietzsche said, are based on Christianity. Because some of these ideas seem to have taken on a life of their own, we might have the illusion that we can abandon Christianity while retaining them. This illusion, Nietzsche warns us, is just that. Remove Christianity and the ideas fall too.",Dinesh D'Souza,Right
"Our President is trapped in his father's time machine. Incredibly, the U.S. is being ruled according to the dreams of a Luo tribesman of the 1950s. This philandering, inebriated African socialist, who raged against the world for denying him the realization of his anticolonial ambitions, is now setting the nation's agenda through the reincarnation of his dreams in his son. The son makes it happen, but he candidly admits he is only living out his father's dream. The invisible father provides the inspiration, and the son dutifully gets the job done. America today is governed by a ghost.",Dinesh D'Souza,Right
"The American Indians sold Manhattan to the Dutch for $700 in today's money. My point is, that's what Manhattan was worth then. It was useless, it was just a piece of land, like any other piece of land which you can buy today for $700 in many places in the world. Manhattan today is the result of the people who built it, not the original inhabitants who occupied or sold it.",Dinesh D'Souza,Right
"The American idea of wealth creation is being embraced in India, in China, all over the world. It's lifting hundreds of millions of people out of poverty. So ironically this American formula that we are moving away from at home under Obama is being enthusiastically embraced all around the world.",Dinesh D'Souza,Right
"Scaring the children: for Halloween last night, I dressed as a Democrat and when kids came to my door, I took half of their candy!",Dinesh D'Souza,Right
"Anti-Americanism from abroad would not be such a problem if Americans were united in standing up for their own country. But in this country itself, there are those who blame America for most of the evils in the world. On the political left, many fault the United States for a history of slavery, and for continuing inequality and racism. Even on the right, traditionally the home of patriotism, we hear influential figures say that America has become so decadent... If these critics are right, then America should be destroyed. And who can dispute some of their particulars? This country did have a history of slavery and racism continues to exist. There is much in our culture that is vulgar and decadent. But the critics are wrong about America, because they are missing the big picture. In their indignation over the sins of America, they ignore what is unique and good about American civilization.",Dinesh D'Souza,Right
"In the American view, there is nothing vile or degraded about serving your customers either as a CEO or as a waiter. The ordinary life of production and supporting a family is more highly valued in the United States than in any other country. America is the only country in the world where we call the waiter 'sir', as if he were a knight. America has achieved greater social equality than any other society. True, there are large inequalities of income and wealth in America. In purely economic terms, Europe is more egalitarian. But Americans are socially more equal than any other people, and this is unaffected by economic disparities. Alexis de Tocqueville noticed this egalitarianism a century and a half ago and it is, if anything, more prevalent today. For all his riches, Bill Gates could not approach the typical American and say, 'Here's a $100 bill. I'll give it to you if you kiss my feet'. Most likely, the person would tell Gates to go to hell! The American view is that the rich guy may have more money, but he isn't in any fundamental sense better than anyone else.",Dinesh D'Souza,Right
"Visitors to places like New York are amazed to see the way in which Serbs and Croatians, Sikhs and Hindus, Irish Catholics and Irish Protestants, Jews and Palestinians, all seem to work and live together in harmony. How is this possible when these same groups are spearing each other and burning each other's homes in so many places in the world?",Dinesh D'Souza,Right
